0.658	0.691	0.866	0.682	0.744	0.107	0.722	1
0.639	0.678	0.872	0.658	0.756	0.147	0.683	1
0.605	0.673	0.839	0.645	0.758	0.188	0.646	1
0.604	0.661	0.866	0.637	0.734	0.177	0.709	1
0.611	0.673	0.845	0.670	0.723	0.208	0.740	1
0.572	0.657	0.834	0.647	0.680	0.278	0.733	1
0.571	0.643	0.868	0.626	0.713	0.338	0.658	1
0.561	0.632	0.884	0.613	0.720	0.284	0.672	1
0.618	0.659	0.892	0.634	0.760	0.403	0.658	1
0.638	0.669	0.896	0.634	0.789	0.353	0.690	1
0.658	0.677	0.901	0.642	0.800	0.308	0.683	1
0.644	0.675	0.888	0.642	0.780	0.294	0.658	1
0.633	0.666	0.898	0.623	0.784	0.287	0.678	1
0.637	0.683	0.856	0.674	0.739	0.313	0.696	1
0.605	0.657	0.879	0.638	0.735	0.275	0.722	1
0.651	0.688	0.864	0.674	0.756	0.422	0.689	1
0.672	0.701	0.860	0.690	0.766	0.441	0.728	1
0.708	0.720	0.858	0.707	0.782	0.384	0.739	1
0.689	0.703	0.876	0.685	0.789	0.392	0.696	1
0.687	0.703	0.874	0.685	0.778	0.366	0.689	1
0.697	0.709	0.873	0.698	0.787	0.266	0.716	1
0.701	0.714	0.863	0.701	0.789	0.277	0.733	1
0.677	0.693	0.887	0.668	0.789	0.323	0.740	1
0.675	0.693	0.885	0.669	0.789	0.281	0.739	1
0.692	0.697	0.895	0.665	0.845	0.282	0.686	1
0.714	0.705	0.905	0.661	0.834	0.337	0.689	1
0.719	0.711	0.895	0.673	0.828	0.308	0.708	1
0.739	0.726	0.882	0.693	0.823	0.338	0.730	1
0.723	0.718	0.882	0.673	0.844	0.350	0.721	1
0.706	0.713	0.872	0.690	0.792	0.336	0.746	1
0.706	0.705	0.891	0.677	0.826	0.338	0.714	1
0.706	0.709	0.882	0.693	0.805	0.344	0.720	1
0.799	0.745	0.906	0.670	0.895	0.417	0.735	1
0.774	0.747	0.872	0.720	0.843	0.426	0.747	1
0.769	0.733	0.899	0.685	0.866	0.450	0.777	1
0.734	0.725	0.880	0.695	0.815	0.448	0.746	1
0.717	0.714	0.883	0.688	0.800	0.416	0.746	1
0.740	0.726	0.882	0.707	0.822	0.389	0.758	1
0.755	0.727	0.899	0.697	0.866	0.391	0.740	1
0.750	0.728	0.888	0.696	0.844	0.370	0.739	1
0.722	0.720	0.875	0.698	0.818	0.497	0.735	1
0.705	0.721	0.853	0.715	0.796	0.490	0.757	1
0.725	0.730	0.854	0.714	0.778	0.514	0.771	1
0.695	0.701	0.888	0.680	0.800	0.498	0.677	1
0.730	0.714	0.899	0.669	0.833	0.523	0.683	1
0.778	0.758	0.853	0.740	0.808	0.330	0.840	1
0.780	0.755	0.858	0.729	0.822	0.341	0.822	1
0.810	0.763	0.873	0.728	0.866	0.353	0.790	1
0.854	0.769	0.908	0.729	0.921	0.369	0.783	1
0.856	0.778	0.889	0.731	0.891	0.357	0.821	1
0.831	0.773	0.875	0.757	0.866	0.255	0.840	1
0.822	0.762	0.888	0.736	0.876	0.246	0.790	1
0.806	0.750	0.900	0.714	0.871	0.284	0.778	1
0.735	0.711	0.915	0.651	0.867	0.221	0.664	1
0.794	0.745	0.899	0.702	0.877	0.096	0.727	1
0.810	0.758	0.885	0.729	0.855	0.113	0.758	1
0.744	0.729	0.881	0.694	0.833	0.127	0.708	1
0.746	0.722	0.901	0.673	0.853	0.143	0.727	1
0.768	0.738	0.886	0.713	0.848	0.171	0.733	1
0.807	0.750	0.903	0.707	0.890	0.169	0.739	1
0.784	0.738	0.906	0.691	0.878	0.200	0.721	1
0.750	0.738	0.866	0.724	0.811	0.224	0.714	1
0.769	0.738	0.886	0.708	0.855	0.250	0.746	1
0.751	0.738	0.866	0.713	0.803	0.242	0.777	1
0.763	0.742	0.871	0.720	0.828	0.278	0.746	1
0.753	0.734	0.878	0.714	0.832	0.266	0.766	1
0.743	0.734	0.868	0.710	0.815	0.266	0.764	1
0.702	0.708	0.880	0.680	0.800	0.215	0.714	1
0.690	0.702	0.879	0.672	0.789	0.195	0.709	1
0.726	0.730	0.856	0.718	0.778	0.185	0.784	1
0.717	0.718	0.873	0.704	0.797	0.164	0.736	1
0.718	0.720	0.873	0.696	0.788	0.183	0.757	1
0.909	0.813	0.864	0.784	0.878	0.357	0.896	2
0.997	0.846	0.875	0.834	0.941	0.406	0.936	2
1.002	0.845	0.881	0.812	0.964	0.383	0.903	2
0.976	0.836	0.878	0.796	0.950	0.370	0.884	2
0.957	0.823	0.889	0.781	0.954	0.386	0.884	2
0.938	0.810	0.898	0.771	0.949	0.390	0.865	2
0.947	0.816	0.894	0.768	0.956	0.363	0.850	2
0.956	0.813	0.908	0.769	0.983	0.367	0.868	2
0.943	0.809	0.906	0.769	0.952	0.355	0.886	2
0.941	0.815	0.892	0.755	0.947	0.319	0.840	2
0.921	0.798	0.908	0.748	0.943	0.373	0.844	2
0.915	0.794	0.911	0.747	0.939	0.355	0.852	2
0.949	0.833	0.859	0.819	0.917	0.461	0.928	2
0.940	0.815	0.891	0.784	0.923	0.405	0.865	2
0.948	0.821	0.883	0.781	0.939	0.421	0.878	2
0.965	0.830	0.881	0.793	0.953	0.435	0.891	2
0.959	0.831	0.872	0.796	0.920	0.420	0.890	2
0.969	0.836	0.872	0.788	0.948	0.460	0.852	2
0.945	0.811	0.901	0.778	0.942	0.455	0.852	2
0.979	0.837	0.878	0.798	0.943	0.184	0.896	2
1.005	0.849	0.875	0.823	0.946	0.244	0.921	2
1.008	0.852	0.874	0.814	0.943	0.239	0.884	2
0.949	0.829	0.869	0.806	0.888	0.268	0.922	2
0.913	0.804	0.887	0.772	0.913	0.305	0.885	2
0.936	0.817	0.881	0.777	0.921	0.274	0.871	2
0.953	0.823	0.885	0.802	0.930	0.281	0.880	2
0.922	0.806	0.892	0.763	0.942	0.279	0.828	2
0.899	0.793	0.899	0.736	0.923	0.259	0.834	2
0.899	0.792	0.899	0.747	0.922	0.282	0.846	2
0.956	0.815	0.903	0.773	0.976	0.264	0.846	2
0.944	0.813	0.897	0.760	0.941	0.206	0.873	2
0.927	0.811	0.886	0.769	0.918	0.217	0.842	2
0.811	0.759	0.885	0.734	0.868	0.471	0.846	2
0.841	0.775	0.879	0.752	0.872	0.500	0.834	2
0.866	0.795	0.860	0.758	0.851	0.478	0.846	2
0.844	0.782	0.865	0.767	0.866	0.462	0.852	2
0.881	0.799	0.867	0.774	0.890	0.509	0.866	2
0.907	0.806	0.877	0.757	0.891	0.452	0.859	2
0.881	0.793	0.880	0.754	0.893	0.468	0.847	2
0.868	0.788	0.878	0.768	0.893	0.441	0.853	2
0.763	0.742	0.870	0.714	0.810	0.568	0.759	2
0.769	0.745	0.871	0.736	0.817	0.558	0.828	2
0.775	0.743	0.882	0.735	0.849	0.589	0.790	2
0.778	0.745	0.882	0.722	0.852	0.622	0.835	2
0.821	0.762	0.887	0.715	0.881	0.527	0.803	2
0.809	0.769	0.859	0.720	0.847	0.536	0.815	2
0.808	0.766	0.864	0.731	0.849	0.533	0.828	2
0.863	0.786	0.876	0.747	0.898	0.567	0.827	2
0.842	0.783	0.862	0.750	0.871	0.584	0.840	2
0.839	0.781	0.864	0.741	0.860	0.615	0.828	2
1.059	0.861	0.899	0.822	1.008	0.723	0.890	2
1.012	0.846	0.890	0.789	0.991	0.738	0.884	2
1.010	0.845	0.889	0.786	0.966	0.647	0.884	2
1.036	0.862	0.876	0.822	0.954	0.556	0.922	2
1.044	0.853	0.903	0.806	1.008	0.627	0.903	2
1.048	0.863	0.886	0.820	0.998	0.585	0.902	2
0.947	0.824	0.875	0.806	0.910	0.633	0.909	2
0.918	0.826	0.845	0.833	0.871	0.617	0.921	2
0.932	0.821	0.870	0.786	0.898	0.549	0.872	2
0.948	0.810	0.908	0.756	0.974	0.542	0.821	2
0.973	0.825	0.898	0.764	0.973	0.538	0.858	2
0.938	0.809	0.900	0.764	0.967	0.523	0.856	2
0.957	0.831	0.872	0.782	0.934	0.835	0.865	2
0.936	0.810	0.898	0.751	0.964	0.665	0.840	2
0.929	0.802	0.907	0.755	0.965	0.750	0.840	2
0.827	0.767	0.882	0.734	0.867	0.692	0.840	2
0.878	0.783	0.899	0.724	0.922	0.671	0.809	2
0.635	0.670	0.887	0.648	0.773	1.057	0.714	3
0.660	0.683	0.888	0.654	0.808	1.039	0.722	3
0.561	0.641	0.859	0.636	0.705	0.941	0.708	3
0.601	0.676	0.825	0.676	0.694	0.874	0.753	3
0.551	0.650	0.819	0.666	0.675	0.842	0.738	3
0.557	0.639	0.856	0.626	0.699	0.798	0.721	3
0.578	0.655	0.846	0.646	0.711	0.839	0.708	3
0.667	0.698	0.862	0.674	0.768	0.749	0.758	3
0.645	0.689	0.854	0.687	0.756	0.773	0.759	3
0.714	0.709	0.894	0.675	0.825	0.836	0.714	3
0.666	0.697	0.861	0.693	0.768	0.879	0.777	3
0.700	0.692	0.918	0.640	0.846	0.654	0.683	3
0.789	0.746	0.892	0.709	0.859	0.699	0.734	3
0.570	0.654	0.838	0.642	0.691	0.699	0.727	3
0.563	0.650	0.836	0.648	0.677	0.667	0.727	3
0.546	0.640	0.839	0.631	0.679	0.675	0.721	3
0.575	0.661	0.826	0.663	0.674	0.673	0.759	3
0.539	0.646	0.811	0.665	0.662	0.683	0.742	3
0.541	0.648	0.810	0.660	0.660	0.648	0.741	3
0.574	0.653	0.847	0.647	0.690	0.735	0.715	3
0.560	0.657	0.817	0.660	0.672	0.771	0.754	3
0.559	0.653	0.825	0.656	0.669	0.727	0.746	3
0.613	0.680	0.833	0.676	0.708	0.595	0.766	3
0.607	0.686	0.808	0.674	0.686	0.603	0.746	3
0.591	0.672	0.820	0.677	0.679	0.612	0.765	3
0.592	0.661	0.850	0.658	0.710	0.649	0.758	3
0.583	0.653	0.858	0.638	0.713	0.651	0.734	3
0.623	0.670	0.871	0.654	0.754	0.623	0.735	3
0.603	0.670	0.842	0.658	0.712	0.624	0.721	3
0.622	0.679	0.846	0.665	0.724	0.616	0.753	3
0.609	0.668	0.858	0.655	0.727	0.607	0.737	3
0.653	0.696	0.848	0.684	0.749	0.663	0.771	3
0.639	0.676	0.879	0.653	0.763	0.685	0.708	3
0.611	0.666	0.865	0.653	0.742	0.684	0.746	3
0.619	0.672	0.861	0.652	0.747	0.684	0.721	3
0.615	0.667	0.868	0.655	0.744	0.705	0.723	3
0.627	0.683	0.843	0.681	0.720	0.385	0.784	3
0.635	0.685	0.849	0.673	0.728	0.407	0.759	3
0.631	0.683	0.848	0.676	0.728	0.413	0.747	3
0.637	0.688	0.846	0.676	0.721	0.442	0.724	3
0.608	0.672	0.844	0.677	0.709	0.455	0.763	3
0.593	0.651	0.879	0.641	0.738	0.450	0.733	3
0.609	0.660	0.878	0.642	0.745	0.454	0.696	3
0.559	0.652	0.827	0.652	0.673	0.416	0.714	3
0.562	0.650	0.836	0.636	0.679	0.440	0.727	3
0.567	0.643	0.860	0.632	0.712	0.418	0.715	3
0.592	0.661	0.852	0.647	0.709	0.450	0.721	3
0.640	0.673	0.886	0.645	0.781	0.609	0.702	3
0.668	0.689	0.885	0.665	0.782	0.584	0.727	3
0.661	0.692	0.868	0.674	0.767	0.520	0.727	3
0.625	0.673	0.866	0.658	0.742	0.553	0.715	3
0.628	0.678	0.856	0.667	0.742	0.552	0.739	3
0.636	0.678	0.869	0.653	0.762	0.513	0.702	3
0.605	0.663	0.864	0.654	0.744	0.516	0.716	3
0.618	0.673	0.857	0.650	0.740	0.490	0.714	3
0.537	0.637	0.833	0.643	0.660	0.588	0.709	3
0.541	0.641	0.826	0.647	0.657	0.607	0.727	3
0.571	0.647	0.856	0.636	0.694	0.620	0.689	3
0.540	0.629	0.859	0.623	0.705	0.597	0.723	3
0.529	0.621	0.865	0.612	0.697	0.622	0.685	3
0.564	0.643	0.856	0.636	0.701	0.498	0.714	3
0.559	0.636	0.868	0.626	0.703	0.506	0.690	3
0.568	0.656	0.829	0.647	0.667	0.542	0.733	3
0.545	0.640	0.837	0.636	0.669	0.522	0.708	3
0.564	0.649	0.842	0.636	0.691	0.539	0.714	3
0.561	0.644	0.851	0.642	0.699	0.541	0.715	3
0.568	0.653	0.838	0.647	0.689	0.506	0.752	3
0.578	0.665	0.820	0.670	0.671	0.508	0.740	3
0.588	0.676	0.808	0.680	0.669	0.547	0.759	3
0.591	0.670	0.827	0.664	0.694	0.559	0.740	3
0.601	0.666	0.850	0.669	0.703	0.534	0.758	3
